"Name"	"Log_Galactocentric_Distance"	"Heliocentric_Distance"	"Metallicity"	"Reddening"	"Apparent_Distance_Modulus"	"Number_of_Populations_by_eye"	"UV_Color_Spread_of_RGB"	"Absolute_Vmagnitude"	"Apparent_Vmag"	"UB_color"	"BV_color"	"VR_color"	"VI_color"	"Ellipticity"	"Radial_Velocity"	"Radial_Velocity_Error"	"LSR_Radial_Velocity"	"Central_Sigma_V"	"Central_Sigma_V_Error"	"Central_Concentration"	"Core_Radius"	"Half_Light_Radius"	"Central_Surface_Brightness"	"Log_Luminosity_Density"	"Log_Core_Relaxtime"	"Log_HMR_Relaxtime"	"Age_from_compilation"	"Age_compilation_err"	"Age_Reference"	"RGB_median_color"	"Mean_Period_of_RRab"	"Number_of_RRab"	"Oosterhoff_Type"	"Galaxy_Population"	"Horizontal_Branch_Magnitude"	"Specific_RRLyrae_Frequency"	"Horizontal_Branch_Ratio"	"Horizontal_Branch_Type"	"FeH_Dotter2010"	"Alpha_Fe_Dotter"	"Age_Dotter2010"	"Age_err_Dotter2010"	"Integrated_Spectral_FeH"	"Age_Roediger2014"	"Age_err_Roediger2014"	"Fe_H_Roediger2014"	"Fe_H_Roediger2014_err"	"Mg_Fe"	"Mg_Fe_err"	"C_Fe"	"C_Fe_err"	"N_Fe"	"N_Fe_err"	"Ca_Fe"	"Ca_Fe_err"	"O_Fe"	"O_Fe_err"	"Na_Fe"	"Na_Fe_err"	"Si_Fe"	"Si_Fe_err"	"Cr_Fe"	"Cr_Fe_err"	"Ti_Fe"	"Ti_Fe_err"	"Longitude"	"Latitude"	"X"	"Y"	"Z"	"R.A."	"Dec"	"RA_hour"	"RA_mins"	"RA_secs"	"Dec_deg"	"Dec_mins"	"Dec_secs"
31	6304	0.361727836	5.9	-0.45	0.54	15.52	0	0.236923077	-7.3	8.22	0.82	1.31	0.77	1.7	0.02	-107.3	3.6	-99.3	99.999	99.999	1.8	0.21	1.42	17.2	4.49	7.36	8.85	11.25	0.38	VandenBerg2013	1.662	99.999	99.999	99.999	99.999	16.25	0	-1	7	-0.5	0.2	12.75	0.75	-0.66	13.6	1.1	-0.45	0.26	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	355.8256	5.37555	5.8	-0.4	0.6	258.63437	-29.46203	17	14	32.25	-29	27	43.3
33	6341	0.982271233	8.3	-2.31	0.02	14.65	2.5	0.118461538	-8.21	6.44	0.01	0.63	99.999	0.88	0.1	-120	0.1	-103.5	6	0.4	1.68	0.26	1.02	15.47	4.3	7.96	9.02	12.75	0.25	VandenBerg2013	0.946	0.63	11	OoII	OH	15.1	13.1	0.91	2	-2.4	0.2	13.25	1	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	68.33839	34.85891	2.5	6.3	4.7	259.28079	43.13594	17	17	7.39	43	8	9.4
34	6352	0.51851394	5.6	-0.64	0.22	14.43	2	0.287692308	-6.47	7.96	0.64	1.06	0.66	1.5	0.07	-137	1.1	-134.1	99.999	99.999	1.1	0.83	2.05	18.17	3.17	8.46	8.92	10.75	0.38	VandenBerg2013	1.5	99.999	99.999	99.999	99.999	15.13	0	-1	7	-0.8	0.4	13	0.5	-0.7	12.7	0.9	-0.64	0.13	0.38	0.17	99.99	99.99	99.99	99.99	0.18	0.11	0.04	99.99	0.19	0.16	0.27	0.21	-0.05	0.07	0.23	0.13	341.42142	-7.1662	5.3	-1.8	-0.7	261.37129	-48.42217	17	25	29.11	-48	25	19.8
35	6362	0.707570176	7.6	-0.99	0.09	14.68	2	0.203076923	-6.95	7.73	0.29	0.85	0.56	1.14	0.07	-13.1	0.6	-15.6	2.8	0.4	1.09	1.13	2.05	19.31	2.29	8.8	9.2	12.5	0.25	VandenBerg2013	1.064	0.547	18	OoI	OH	15.33	55.1	-0.58	2	-1.1	0.4	12.5	0.5	-1.17	13.6	0.6	-0.99	0.26	0.37	0.16	99.99	99.99	99.99	99.99	0.15	0.03	99.99	99.99	0.25	0.62	0.43	0.04	-0.14	0.28	0.38	0.06	325.55451	-17.56977	6	-4.1	-2.3	262.97913	-67.04833	17	31	54.99	-67	2	54
36	6366	0.698970004	3.5	-0.59	0.71	14.94	2	0.22	-5.74	9.2	0.97	1.44	99.999	99.999	0.16	-122.2	0.5	-108.6	1.3	0.5	0.74	2.17	2.92	21.25	2.39	8.74	8.73	11	0.5	VandenBerg2013	1.957	99.999	99.999	99.999	99.999	15.65	4.9	-0.97	7	-0.7	0.2	12	0.75	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	18.40855	16.03558	3.2	1.1	1	261.93433	-5.07986	17	27	44.24	-5	4	47.5
37	6388	0.491361694	9.9	-0.55	0.37	16.13	0	0	-9.41	6.72	0.66	1.17	0.71	1.47	0.01	80.1	0.8	84.2	18.9	0.8	1.75	0.12	0.52	14.49	5.37	7.72	8.9	12	0	Roediger2014	1.7	0.676	9	OoIII	BD	16.85	2.4	99.999	5	99.999	99.999	99.999	99.999	-0.68	12	1	-0.55	0.15	0.24	0.12	-0.66	0.15	99.99	99.99	0	0.13	-0.06	0.25	0.42	0.23	0.3	0.12	-0.06	0.14	0.2	0.19	345.55646	-6.73773	9.6	-2.5	-1.2	264.07179	-44.7355	17	36	17.461	-44	44	8.34
38	6397	0.77815125	2.3	-2.02	0.18	12.37	2	0.135384615	-6.64	5.73	0.12	0.73	0.49	1.03	0.07	18.8	0.1	20.3	4.5	0.2	2.5	0.05	2.9	15.47	5.76	4.94	8.6	13	0.25	VandenBerg2013	1.162	99.999	99.999	99.999	99.999	12.87	0	0.98	1	-2.1	0.2	13.5	0.5	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	338.16501	-11.95952	2.1	-0.8	-0.5	265.17537	-53.67433	17	40	42.09	-53	40	27.6
39	6441	0.591064607	11.6	-0.46	0.47	16.78	0	0	-9.63	7.15	0.81	1.27	0.79	1.62	0.02	16.5	1	22.9	18	0.2	1.74	0.13	0.57	14.85	5.26	7.93	9.09	11.3	0	Roediger2014	1.5	0.756	43	OoIII	BD	17.51	0.3	99.999	7	99.999	99.999	99.999	99.999	-0.65	11.3	0.9	-0.46	0.06	0.35	0.14	-0.45	0.17	99.99	99.99	0.2	0.17	0.09	0.18	0.41	0.28	0.36	0.18	-0.06	0.2	0.32	0.17	353.53223	-5.0058	11.5	-1.3	-1	267.55442	-37.05144	17	50	13.06	-37	3	5.2
40	6496	0.62324929	11.3	-0.46	0.15	15.74	2	0.186153846	-7.2	8.54	0.45	0.98	99.999	99.999	0.16	-112.7	5.7	-108.4	99.999	99.999	0.7	0.95	1.02	20.17	1.99	8.94	9.04	10.75	0.38	VandenBerg2013	1.4	99.999	99.999	99.999	99.999	16.47	0	-1	7	-0.5	0.2	12	0.75	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	348.02691	-10.01374	10.9	-2.3	-2	269.76533	-44.26594	17	59	3.68	-44	15	57.4
41	6535	0.591064607	6.8	-1.79	0.34	15.22	2	0.152307692	-4.75	10.47	0.29	0.94	99.999	99.999	0.08	-215.1	0.5	-200.4	2.4	0.5	1.33	0.36	0.85	21.26	2.34	7.28	8.2	12.75	0.5	VandenBerg2013	1.7	99.999	99.999	99.999	99.999	15.75	0	1	1	-1.9	0.2	13.25	1	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	27.17552	10.43577	6	3.1	1.2	270.96046	-0.29764	18	3	50.51	0	17	51.5
42	6541	0.322219295	7.5	-1.81	0.14	14.82	2	0.169230769	-8.52	6.3	0.13	0.76	0.49	1.01	0.12	-158.7	2.3	-154.2	8.2	2.1	1.86	0.18	1.06	15.44	4.65	7.55	9.03	12.5	0.5	VandenBerg2013	1.15	99.999	99.999	99.999	99.999	15.35	0	1	1	-1.9	0.4	13.25	1	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	349.28606	-11.18819	7.3	-1.4	-1.5	272.00983	-43.71489	18	8	2.36	-43	42	53.6
43	6584	0.84509804	13.5	-1.5	0.1	15.96	2	0.270769231	-7.69	8.27	0.17	0.76	0.5	1.04	99.999	222.9	15	224.9	99.999	99.999	1.47	0.26	0.73	17.63	3.33	8.13	9.02	11.75	0.25	VandenBerg2013	1.1	0.56	34	OoI	YH	16.53	35.5	-0.15	4	-1.4	0.2	12.25	0.75	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	342.14348	-16.41393	12.3	-4	-3.8	274.65667	-52.21578	18	18	37.6	-52	12	56.8
44	6624	0.079181246	7.9	-0.44	0.28	15.36	2	0.169230769	-7.49	7.87	0.6	1.11	0.67	1.42	0.06	53.9	0.6	62.1	5.4	0.5	2.5	0.06	0.82	15.32	5.3	6.61	8.71	11.25	0.5	VandenBerg2013	1.383	99.999	99.999	99.999	99.999	16.09	1	-1	7	-0.5	0	13	0.75	-0.7	12.5	0.9	-0.44	0.07	0.42	0.05	-0.29	0.2	99.99	99.99	0.4	0.04	0.41	0.14	99.99	99.99	0.38	0.09	99.99	99.99	0.37	0.04	2.78832	-7.91346	7.8	0.4	-1.1	275.91879	-30.36103	18	23	40.51	-30	21	39.7
45	6637	0.230448921	8.8	-0.64	0.18	15.28	2	0.236923077	-7.64	7.64	0.48	1.01	0.62	1.28	0.01	39.9	2.8	47.5	99.999	99.999	1.38	0.33	0.84	16.82	3.84	8.15	8.82	11	0.38	VandenBerg2013	1.35	99.999	99.999	99.999	99.999	15.98	0	-1	7	-0.7	0.2	12.5	0.75	-0.78	13.1	0.9	-0.64	0.17	0.28	0.17	99.99	99.99	99.99	99.99	0.2	0.17	0.2	0.31	0.35	0.29	0.45	0.12	99.99	99.99	0.24	0.13	1.72288	-10.26938	8.6	0.3	-1.6	277.84625	-32.34808	18	31	23.1	-32	20	53.1
46	6642	0.230448921	8.1	-1.26	0.4	15.79	0	0	-6.66	9.13	0.57	1.11	0.72	1.45	0.03	-57.2	5.4	-47.3	99.999	99.999	1.99	0.1	0.73	16.82	4.64	6.95	8.52	12.5	0	Salaris2002	1	0.544	10	OoI	YH	16.4	31.3	99.999	3	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	9.81466	-6.4387	8	1.4	-0.9	277.97542	-23.47519	18	36	23.94	-23	54	17.1
47	6652	0.431363764	10	-0.81	0.09	15.28	2	0.22	-6.66	8.62	0.37	0.94	0.52	1.08	0.2	-111.7	5.8	-104.3	99.999	99.999	1.8	0.1	0.48	16.1	4.48	7.05	8.39	11.25	0.25	VandenBerg2013	1.2	99.999	99.999	99.999	99.999	15.96	0	-1	7	-0.75	0.2	13.25	0.5	-1.1	12.9	0.8	-0.81	0.17	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.5339	-11.37681	9.8	0.3	-2	278.94013	-32.99072	18	35	45.63	-32	59	26.6
48	6656	0.69019608	3.2	-1.7	0.34	13.6	99.999	0	-8.5	5.1	0.28	0.98	0.68	1.42	0.14	-146.3	0.2	-136.6	7.8	0.3	1.38	1.33	3.36	17.42	3.63	8.53	9.23	12.5	0.5	VandenBerg2013	1.5	0.632	10	OoII	OH	14.15	7.2	0.91	2	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	9.89225	-7.55164	3.2	0.6	-0.4	279.09975	-23.90475	99.999	99.999	99.999	99.999	99.999	99.999
49	6681	0.342422681	9	-1.62	0.07	14.99	2.5	0.236923077	-7.12	7.87	0.12	0.72	0.47	0.99	0.01	220.3	0.9	227.8	5.2	0.5	2.5	0.03	0.71	14.25	5.82	5.82	8.65	12.75	0.38	VandenBerg2013	1.06	99.999	99.999	99.999	99.999	15.55	2.9	0.96	1	-1.5	0.2	13	0.75	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	2.85292	-12.50987	8.8	0.4	-2	280.80317	-32.29211	18	43	12.76	-32	17	31.6
50	6715	1.276461804	26.5	-1.49	0.15	17.58	0	0.2	-9.98	7.6	0.24	0.85	0.53	1.1	0.06	141.3	0.3	149.2	10.5	0.3	2.04	0.09	0.82	14.78	4.69	8.24	9.93	11.75	0.5	VandenBerg2013	1.2	99.999	99.999	99.999	99.999	18.16	6.1	0.75	3	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	5.60702	-14.08715	25.6	2.5	-6.5	283.76387	-30.47986	18	55	3.33	-30	28	47.5
51	6717	0.380211242	7.1	-1.26	0.22	14.94	1.5	0.258461538	-5.66	9.28	0.35	1	0.65	1.37	0.01	22.8	3.4	32.7	99.999	99.999	2.07	0.08	0.68	16.77	4.58	6.52	8.22	12.5	0.5	VandenBerg2013	1.216	99.999	99.999	99.999	99.999	15.55	5.4	0.98	1	-1.1	0.2	13	0.75	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.87597	-10.90019	6.8	1.6	-1.3	283.77517	-22.70147	18	55	6.04	-22	42	5.3
52	6723	0.414973348	8.7	-1.1	0.05	14.84	3.5	0.313846154	-7.83	7.01	0.21	0.75	0.5	1.05	0	-94.5	3.6	-88.3	99.999	99.999	1.11	0.83	1.53	18.13	2.79	8.79	9.24	12.5	0.25	VandenBerg2013	1.075	0.541	23	OoI	OH	15.48	20.5	-0.08	1	-1	0.2	12.75	0.5	-1.14	13.1	0.7	-1.1	0.07	0.44	99.99	99.99	99.99	99.99	99.99	0.33	0.13	99.99	99.99	99.99	99.99	0.68	0.13	99.99	99.99	0.24	0.15	0.06928	-17.29892	8.3	0	-2.6	284.88813	-36.63225	18	59	33.15	-36	37	56.1
53	6752	0.716003344	4	-1.54	0.04	13.13	99.999	0	-7.73	5.4	0.07	0.66	0.43	0.93	0.04	-26.7	0.2	-27.3	4.9	0.4	2.5	0.17	1.91	14.88	5.04	6.88	8.87	12.5	0.25	VandenBerg2013	1	99.999	99.999	99.999	99.999	13.7	0	1	0	-1.5	0.2	12.5	0.75	-1.57	11.8	0.6	-1.53	0.16	0.38	0.15	-0.45	0.37	0.93	0.63	0.31	0.09	0.26	0.25	0.32	0.26	0.47	0.19	-0.13	0.12	0.2	0.11	336.49291	-25.62835	3.3	-1.4	-1.7	287.71713	-59.98456	99.999	99.999	99.999	99.999	99.999	99.999
54	6779	0.963787827	9.4	-1.98	0.26	15.68	3	0.152307692	-7.41	8.27	0.15	0.86	99.999	1.16	0.03	-135.6	0.9	-119.1	4	0.6	1.38	0.44	1.1	18.08	3.28	8.33	9.01	12.75	0.5	VandenBerg2013	1.4	99.999	99.999	99.999	99.999	16.18	2.2	0.98	1	-2.2	0.2	13.5	1	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	62.6594	8.33638	4.3	8.3	1.4	289.14821	30.18347	19	16	35.57	30	11	0.5
55	6809	0.591064607	5.4	-1.94	0.08	13.89	2	0.203076923	-7.57	6.32	0.11	0.72	0.48	1	0.02	174.7	0.3	181.8	4	0.3	0.93	1.8	2.83	19.36	2.22	8.9	9.29	13	0.25	VandenBerg2013	1.06	99.999	99.999	99.999	99.999	14.4	12.4	0.87	1	-1.8	0.2	13.5	1	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	8.79256	-23.27165	4.9	0.8	-2.1	294.99879	-30.96475	19	39	59.71	-30	57	53.1
56	6838	0.826074803	4	-0.78	0.25	13.8	2	0.253846154	-5.61	8.19	0.63	1.09	0.63	1.36	0	-22.8	0.2	-7.5	2.3	0.2	1.15	0.63	1.67	19.75	2.83	7.54	8.43	11	0.38	VandenBerg2013	1.5	99.999	99.999	99.999	99.999	14.48	0	-1	7	-0.7	0.2	12.5	0.75	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	56.74587	-4.56443	2.2	3.4	-0.3	298.44371	18.77919	19	53	46.49	18	46	45.1
57	6934	1.10720997	15.6	-1.47	0.1	16.28	3	0.203076923	-7.45	8.83	0.2	0.77	0.49	0.99	0.01	-411.4	1.6	-398.5	5.1	1.1	1.53	0.22	0.69	17.35	3.44	8.2	9.04	11.75	0.25	VandenBerg2013	1.066	0.574	68	OoI	YH	16.86	80.9	0.25	4	-1.55	0.2	12	0.75	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	52.10325	-18.89295	9.1	11.7	-5.1	308.54737	7.40447	20	34	11.37	7	24	16.1
58	6981	1.11058971	17	-1.42	0.05	16.31	2	0.152307692	-7.04	9.27	0.14	0.72	0.45	0.94	0.02	-345	3.7	-336.2	99.999	99.999	1.21	0.46	0.93	19.02	2.38	8.72	9.23	11.5	0.25	VandenBerg2013	1.008	0.547	24	OoI	YH	16.9	38.2	0.14	4	-1.5	0.2	12.75	0.75	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	35.16232	-32.68313	11.7	8.3	-9.2	313.36542	-12.53731	20	53	27.7	-12	32	14.3
59	7078	1.017033339	10.4	-2.37	0.1	15.39	3	0.152307692	-9.19	6.2	0.06	0.68	99.999	0.85	0.05	-107	0.2	-96	13.5	0.9	2.29	0.14	1	14.21	5.05	7.84	9.32	12.75	0.25	VandenBerg2013	1.007	0.637	39	OoII	YH	15.83	18.9	0.67	0	-2.4	0.2	13.25	1	99.999	12.9	0.5	-2.39	0.14	0.36	0.23	-0.3	0.36	0.84	0.63	0.31	0.14	0.27	0.23	0.36	0.34	0.48	0.2	-0.23	0.08	0.48	0.2	65.01263	-27.31262	3.9	8.3	-4.8	322.49304	12.167	21	29	58.33	12	10	1.2
60	7089	1.017033339	11.5	-1.65	0.06	15.5	3	0.270769231	-9.03	6.47	0.09	0.66	0.46	0.92	0.11	-5.3	2	3.8	8.2	0.6	1.59	0.32	1.06	15.78	4	8.48	9.4	11.75	0.25	VandenBerg2013	0.993	0.725	17	OoII	OH	16.05	7.1	0.96	1	-1.6	0.2	12.5	0.75	99.999	11.8	0.6	-1.64	0.08	99.99	99.99	-0.62	0.14	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	53.37087	-35.76976	5.6	7.5	-6.7	323.36258	-0.82325	21	33	27.02	0	49	23.7
61	7099	0.851258349	8.1	-2.27	0.03	14.64	2	0.118461538	-7.45	7.19	0.03	0.6	0.41	0.86	0.01	-184.2	0.2	-179.6	5.5	0.4	2.5	0.06	1.03	15.35	5.01	6.37	8.88	13	0.25	VandenBerg2013	0.96	99.999	99.999	99.999	99.999	15.1	3.2	0.89	1	-2.4	0.2	13.25	1	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	27.17914	-46.83551	4.9	2.5	-5.9	325.09217	-23.17986	21	40	22.120018	-23	10	47.5
